zero_index,t_value,rank,prime_p,prime_q,impact_score,phase_cos,pair_str
12,56.44624769706339,2,3,5,-0.11297755941948578,-0.8473316956461434,"(3, 5)"
12,56.44624769706339,3,3,7,-0.07266418210070291,-0.7629739120573806,"(3, 7)"
12,56.44624769706339,4,2,11,-0.03607515822137413,-0.3968267404351154,"(2, 11)"
12,56.44624769706339,5,3,17,-0.03398626789183747,-0.8666498312418556,"(3, 17)"
13,59.34704400260235,1,2,5,-0.11271795130397921,-0.5635897565198961,"(2, 5)"
13,59.34704400260235,2,5,11,-0.03438647446165578,-0.9456280476955341,"(5, 11)"
13,59.34704400260235,3,2,13,-0.03280723377703184,-0.42649403910141387,"(2, 13)"
13,59.34704400260235,4,3,19,-0.03216027537102541,-0.9165678480742242,"(3, 19)"
13,59.34704400260235,5,3,17,-0.029245726168574283,-0.7457660172986442,"(3, 17)"
14,60.83177852460981,1,2,11,-0.09086736048291333,-0.9995409653120466,"(2, 11)"
14,60.83177852460981,2,3,11,-0.05324834783342908,-0.8785977392515798,"(3, 11)"
14,60.83177852460981,3,2,31,-0.031439473155728294,-0.9746236678275771,"(2, 31)"
14,60.83177852460981,4,2,23,-0.026427810869747242,-0.6078396500041866,"(2, 23)"
14,60.83177852460981,5,5,11,-0.02428832914711146,-0.6679290515455651,"(5, 11)"
15,65.1125440480816,1,2,5,-0.19992025679242736,-0.9996012839621368,"(2, 5)"
15,65.1125440480816,2,2,13,-0.061501024932443055,-0.7995133241217597,"(2, 13)"
15,65.1125440480816,3,3,11,-0.05910024326026284,-0.9751540137943369,"(3, 11)"
15,65.1125440480816,4,5,7,-0.0569481014991057,-0.9965917762343498,"(5, 7)"
15,65.1125440480816,5,2,11,-0.04564770356445685,-0.5021247392090253,"(2, 11)"
16,67.07981052949417,1,2,3,-0.15833950522133564,-0.47501851566400694,"(2, 3)"
16,67.07981052949417,2,3,5,-0.127711077845418,-0.957833083840635,"(3, 5)"
16,67.07981052949417,3,2,7,-0.10076230789632801,-0.705336155274296,"(2, 7)"
16,67.07981052949417,4,5,7,-0.047818357639242914,-0.8368212586867511,"(5, 7)"
16,67.07981052949417,5,3,17,-0.03894398903168171,-0.9930717203078837,"(3, 17)"
17,69.54640171117398,1,2,3,-0.33237884394752737,-0.9971365318425821,"(2, 3)"
17,69.54640171117398,2,3,5,-0.07553103829269132,-0.566482787195185,"(3, 5)"
17,69.54640171117398,3,3,7,-0.06878593059425603,-0.7222522712396883,"(3, 7)"
17,69.54640171117398,4,3,11,-0.04452075016990911,-0.7345923778035003,"(3, 11)"
17,69.54640171117398,5,3,19,-0.03182452031755806,-0.9069988290504046,"(3, 19)"
18,72.0671576744819,1,2,5,-0.19962773581274004,-0.9981386790637001,"(2, 5)"
18,72.0671576744819,2,2,3,-0.194873531504221,-0.584620594512663,"(2, 3)"
18,72.0671576744819,3,2,7,-0.09713375628771677,-0.6799362940140175,"(2, 7)"
18,72.0671576744819,4,2,11,-0.0858782901018312,-0.9446611911201432,"(2, 11)"
18,72.0671576744819,5,2,13,-0.07549454760832089,-0.9814291189081715,"(2, 13)"
19,75.70469069908393,1,2,11,-0.08803488103778233,-0.9683836914156055,"(2, 11)"
19,75.70469069908393,2,2,13,-0.07270905474931436,-0.9452177117410865,"(2, 13)"
19,75.70469069908393,3,2,23,-0.03901961057639396,-0.897451043257061,"(2, 23)"
19,75.70469069908393,4,5,11,-0.03636363426401325,-0.9999999422603644,"(5, 11)"
19,75.70469069908393,5,3,11,-0.034138283216454006,-0.5632816730714911,"(3, 11)"
20,77.1448400688748,1,2,7,-0.10499576036326927,-0.734970322542885,"(2, 7)"
20,77.1448400688748,2,3,7,-0.07812779506638004,-0.8203418481969905,"(3, 7)"
20,77.1448400688748,3,2,19,-0.033210729037308526,-0.631003851708862,"(2, 19)"
20,77.1448400688748,4,7,11,-0.024729582973788633,-0.9520889444908623,"(7, 11)"
20,77.1448400688748,5,2,31,-0.018633659447340592,-0.5776434428675584,"(2, 31)"
21,79.33737502024937,1,2,5,-0.18099542364920837,-0.9049771182460418,"(2, 5)"
21,79.33737502024937,2,3,5,-0.12684944866691594,-0.9513708650018696,"(3, 5)"
21,79.33737502024937,3,2,11,-0.08972238394561048,-0.9869462234017153,"(2, 11)"
21,79.33737502024937,4,3,13,-0.05104392634411759,-0.995356563710293,"(3, 13)"
21,79.33737502024937,5,2,13,-0.05082474387987456,-0.6607216704383693,"(2, 13)"
22,82.91038085408603,1,2,3,-0.19652799135785465,-0.589583974073564,"(2, 3)"
22,82.91038085408603,2,2,7,-0.1401635654201531,-0.9811449579410718,"(2, 7)"
22,82.91038085408603,3,2,11,-0.09086720885093318,-0.9995392973602649,"(2, 11)"
22,82.91038085408603,4,5,7,-0.05312374067960494,-0.9296654618930864,"(5, 7)"
22,82.91038085408603,5,5,11,-0.02996807883641269,-0.8241221680013491,"(5, 11)"
23,84.73549298051705,1,2,3,-0.326673396060166,-0.9800201881804981,"(2, 3)"
23,84.73549298051705,2,2,5,-0.12471804304840808,-0.6235902152420404,"(2, 5)"
23,84.73549298051705,3,3,7,-0.08532018123707816,-0.8958619029893207,"(3, 7)"
23,84.73549298051705,4,3,11,-0.06001612035221834,-0.9902659858116025,"(3, 11)"
23,84.73549298051705,5,5,7,-0.05554811516800782,-0.9720920154401368,"(5, 7)"
24,87.42527461312523,1,2,3,-0.209705763380379,-0.629117290141137,"(2, 3)"
24,87.42527461312523,2,2,7,-0.12969719331097404,-0.9078803531768184,"(2, 7)"
24,87.42527461312523,3,3,13,-0.04202212731976358,-0.8194314827353899,"(3, 13)"
24,87.42527461312523,4,2,19,-0.023848454920758266,-0.45312064349440706,"(2, 19)"
24,87.42527461312523,5,5,7,-0.0237667687433623,-0.4159184530088402,"(5, 7)"
25,88.80911120763446,1,2,13,-0.074109013837389,-0.963417179886057,"(2, 13)"
25,88.80911120763446,2,2,23,-0.04309557216112694,-0.9911981597059195,"(2, 23)"
25,88.80911120763446,3,3,11,-0.03996430993408267,-0.6594111139123641,"(3, 11)"
25,88.80911120763446,4,2,3,-0.039678903947838406,-0.11903671184351522,"(2, 3)"
25,88.80911120763446,5,3,17,-0.03897721316827218,-0.9939189357909406,"(3, 17)"
26,92.49189927055849,1,2,5,-0.19945955437055554,-0.9972977718527777,"(2, 5)"
26,92.49189927055849,2,2,7,-0.1332668626515351,-0.9328680385607457,"(2, 7)"
26,92.49189927055849,3,3,5,-0.1323203963935526,-0.9924029729516444,"(3, 5)"
26,92.49189927055849,4,3,7,-0.0938388604475659,-0.985308034699442,"(3, 7)"
26,92.49189927055849,5,2,13,-0.07254667819694027,-0.9431068165602234,"(2, 13)"
27,94.65134404051989,1,3,11,-0.05439290833104159,-0.8974829874621861,"(3, 11)"
27,94.65134404051989,2,3,5,-0.04501185692443449,-0.3375889269332587,"(3, 5)"
27,94.65134404051989,3,2,11,-0.03833670297488156,-0.4217037327236971,"(2, 11)"
27,94.65134404051989,4,2,41,-0.02439017692293459,-0.9999972538403181,"(2, 41)"
27,94.65134404051989,5,5,13,-0.024198683261296445,-0.7864572059921344,"(5, 13)"
28,95.87063422824531,1,2,13,-0.0714334414091432,-0.9286347383188617,"(2, 13)"
28,95.87063422824531,2,3,17,-0.03837764032550658,-0.9786298283004177,"(3, 17)"
28,95.87063422824531,3,3,13,-0.03598501488339504,-0.7017077902262033,"(3, 13)"
28,95.87063422824531,4,2,17,-0.03344780713776865,-0.568612721342067,"(2, 17)"
28,95.87063422824531,5,2,19,-0.031163732321295864,-0.5921109141046215,"(2, 19)"
29,98.83119421819369,1,2,3,-0.2397431650158223,-0.7192294950474669,"(2, 3)"
29,98.83119421819369,2,2,5,-0.17070533609926974,-0.8535266804963486,"(2, 5)"
29,98.83119421819369,3,2,13,-0.0719507346751953,-0.9353595507775389,"(2, 13)"
29,98.83119421819369,4,3,11,-0.055924952615435425,-0.9227617181546844,"(3, 11)"
29,98.83119421819369,5,2,19,-0.044725460331719424,-0.8497837463026692,"(2, 19)"
30,101.31785100573138,1,2,3,-0.3237675222255802,-0.9713025666767406,"(2, 3)"
30,101.31785100573138,2,2,11,-0.09071006563962977,-0.9978107220359275,"(2, 11)"
30,101.31785100573138,3,2,17,-0.058727957588258634,-0.9983752790003968,"(2, 17)"
30,101.31785100573138,4,5,7,-0.051027376501782046,-0.8929790887811858,"(5, 7)"
30,101.31785100573138,5,3,7,-0.049568434031477225,-0.5204685573305109,"(3, 7)"
31,103.72553804047834,1,3,5,-0.12166827894741811,-0.9125120921056358,"(3, 5)"
31,103.72553804047834,2,2,3,-0.1156803842141202,-0.34704115264236063,"(2, 3)"
31,103.72553804047834,3,2,7,-0.059888074695691414,-0.4192165228698399,"(2, 7)"
31,103.72553804047834,4,3,11,-0.057535945378523023,-0.9493430987456298,"(3, 11)"
31,103.72553804047834,5,5,7,-0.05380958150152159,-0.9416676762766278,"(5, 7)"
32,105.44662305232609,1,2,5,-0.14363658145610209,-0.7181829072805104,"(2, 5)"
32,105.44662305232609,2,3,5,-0.11960584799418172,-0.8970438599563629,"(3, 5)"
32,105.44662305232609,3,2,11,-0.07016253822325401,-0.7717879204557941,"(2, 11)"
32,105.44662305232609,4,2,13,-0.06577429234133221,-0.8550658004373187,"(2, 13)"
32,105.44662305232609,5,3,13,-0.03980280109340711,-0.7761546213214386,"(3, 13)"
33,107.1686111842764,1,2,5,-0.13815544659972578,-0.6907772329986289,"(2, 5)"
33,107.1686111842764,2,2,7,-0.09624027406646958,-0.6736819184652871,"(2, 7)"
33,107.1686111842764,3,3,7,-0.09091514317273866,-0.954609003313756,"(3, 7)"
33,107.1686111842764,4,2,17,-0.05881953427909449,-0.9999320827446063,"(2, 17)"
33,107.1686111842764,5,2,19,-0.04237784779950308,-0.8051791081905585,"(2, 19)"
34,111.02953554316967,1,2,31,-0.029450632693703436,-0.9129696135048065,"(2, 31)"
34,111.02953554316967,2,3,19,-0.025964164436778746,-0.7399786864481943,"(3, 19)"
34,111.02953554316967,3,2,37,-0.025151962910587147,-0.9306226276917244,"(2, 37)"
34,111.02953554316967,4,3,17,-0.022657800632896963,-0.5777739161388725,"(3, 17)"
34,111.02953554316967,5,5,19,-0.017727710337517244,-0.8420662410320692,"(5, 19)"
35,111.87465917699264,1,2,5,-0.07934606320026748,-0.39673031600133735,"(2, 5)"
35,111.87465917699264,2,2,11,-0.055143963773990605,-0.6065836015138967,"(2, 11)"
35,111.87465917699264,3,2,7,-0.04919429100118292,-0.3443600370082805,"(2, 7)"
35,111.87465917699264,4,2,23,-0.04333281382297082,-0.9966547179283289,"(2, 23)"
35,111.87465917699264,5,2,13,-0.03629149113288593,-0.471789384727517,"(2, 13)"
36,114.32022091545271,1,2,3,-0.23906463891131408,-0.7171939167339423,"(2, 3)"
36,114.32022091545271,2,2,5,-0.09461803422068903,-0.4730901711034451,"(2, 5)"
36,114.32022091545271,3,3,7,-0.08235954831003829,-0.864775257255402,"(3, 7)"
36,114.32022091545271,4,2,23,-0.040178743314165814,-0.9241110962258138,"(2, 23)"
36,114.32022091545271,5,3,11,-0.03864029659614687,-0.6375648938364233,"(3, 11)"
37,116.22668032085755,1,2,3,-0.3333326840865721,-0.9999980522597163,"(2, 3)"
37,116.22668032085755,2,3,5,-0.1266193932780061,-0.9496454495850456,"(3, 5)"
37,116.22668032085755,3,2,11,-0.08877952605988372,-0.9765747866587209,"(2, 11)"
37,116.22668032085755,4,2,13,-0.05449814163347769,-0.7084758412352099,"(2, 13)"
37,116.22668032085755,5,2,17,-0.05024154801370861,-0.8541063162330463,"(2, 17)"
38,118.79078286597621,1,2,3,-0.1682719180726009,-0.5048157542178027,"(2, 3)"
38,118.79078286597621,2,2,5,-0.08913834409092108,-0.44569172045460537,"(2, 5)"
38,118.79078286597621,3,3,5,-0.07303427584342544,-0.5477570688256908,"(3, 5)"
38,118.79078286597621,4,2,13,-0.0588224941803773,-0.7646924243449048,"(2, 13)"
38,118.79078286597621,5,2,17,-0.05701125711675748,-0.9691913709848772,"(2, 17)"
39,121.37012500242065,1,3,7,-0.06385738795533503,-0.6705025735310178,"(3, 7)"
39,121.37012500242065,2,2,5,-0.06219496416827905,-0.3109748208413952,"(2, 5)"
39,121.37012500242065,3,5,7,-0.05714259533728952,-0.9999954184025667,"(5, 7)"
39,121.37012500242065,4,2,19,-0.052467453053968514,-0.9968816080254018,"(2, 19)"
39,121.37012500242065,5,3,17,-0.03918103866083419,-0.9991164858512718,"(3, 17)"
40,122.94682929355258,1,2,7,-0.1423390167049222,-0.9963731169344554,"(2, 7)"
40,122.94682929355258,2,3,7,-0.08357802071708317,-0.8775692175293733,"(3, 7)"
40,122.94682929355258,3,2,11,-0.056983355874174094,-0.626816914615915,"(2, 11)"
40,122.94682929355258,4,2,13,-0.053819769807931225,-0.6996570075031059,"(2, 13)"
40,122.94682929355258,5,3,11,-0.05379912945749138,-0.8876856360486077,"(3, 11)"
41,124.25681855434577,1,2,19,-0.05214122669611102,-0.9906833072261094,"(2, 19)"
41,124.25681855434577,2,3,19,-0.03508049811993018,-0.9997941964180102,"(3, 19)"
41,124.25681855434577,3,5,7,-0.03238455579115883,-0.5667297263452795,"(5, 7)"
41,124.25681855434577,4,5,11,-0.03038028616811042,-0.8354578696230366,"(5, 11)"
41,124.25681855434577,5,2,17,-0.025757357045670254,-0.43787506977639434,"(2, 17)"
42,127.5166838795965,1,2,5,-0.16467910134507213,-0.8233955067253607,"(2, 5)"
42,127.5166838795965,2,2,7,-0.12716924381208874,-0.8901847066846212,"(2, 7)"
42,127.5166838795965,3,3,5,-0.08952433915951671,-0.6714325436963754,"(3, 5)"
42,127.5166838795965,4,2,11,-0.07430818649278469,-0.8173900514206316,"(2, 11)"
42,127.5166838795965,5,2,17,-0.053604562163739246,-0.9112775567835671,"(2, 17)"
43,129.57870419995606,1,2,3,-0.21559578834189858,-0.6467873650256958,"(2, 3)"
43,129.57870419995606,2,3,5,-0.1301580511485176,-0.9761853836138821,"(3, 5)"
43,129.57870419995606,3,3,7,-0.09396044928994392,-0.9865847175444112,"(3, 7)"
43,129.57870419995606,4,2,13,-0.061558524965000076,-0.8002608245450009,"(2, 13)"
43,129.57870419995606,5,2,19,-0.04742298064148994,-0.9010366321883089,"(2, 19)"
44,131.08768853093267,1,2,3,-0.32250465716694715,-0.9675139715008415,"(2, 3)"
44,131.08768853093267,2,2,11,-0.08306697459495085,-0.9137367205444594,"(2, 11)"
44,131.08768853093267,3,3,5,-0.07321386847998844,-0.5491040135999133,"(3, 5)"
44,131.08768853093267,4,3,13,-0.042850919702432745,-0.8355929341974385,"(3, 13)"
44,131.08768853093267,5,3,7,-0.041957993391003985,-0.44055893060554185,"(3, 7)"
45,133.4977372029976,1,2,3,-0.25025006343792283,-0.7507501903137686,"(2, 3)"
45,133.4977372029976,2,2,5,-0.1960381440354867,-0.9801907201774334,"(2, 5)"
45,133.4977372029976,3,2,7,-0.10582136267790868,-0.7407495387453608,"(2, 7)"
45,133.4977372029976,4,2,17,-0.05775447347052646,-0.9818260489989498,"(2, 17)"
45,133.4977372029976,5,3,11,-0.04773891901212661,-0.787692163700089,"(3, 11)"
46,134.75650975337388,1,2,5,-0.11568047700284537,-0.5784023850142268,"(2, 5)"
46,134.75650975337388,2,2,3,-0.11078789926582262,-0.3323636977974679,"(2, 3)"
46,134.75650975337388,3,2,11,-0.08409510628017143,-0.9250461690818856,"(2, 11)"
46,134.75650975337388,4,3,13,-0.04864846118012682,-0.948644993012473,"(3, 13)"
46,134.75650975337388,5,2,23,-0.031958382283804494,-0.7350427925275034,"(2, 23)"
47,138.11604205453344,1,2,7,-0.13879419339841384,-0.971559353788897,"(2, 7)"
47,138.11604205453344,2,2,11,-0.08965355651704231,-0.9861891216874654,"(2, 11)"
47,138.11604205453344,3,3,7,-0.06726934584399671,-0.7063281313619655,"(3, 7)"
47,138.11604205453344,4,3,11,-0.05625924994455097,-0.928277624085091,"(3, 11)"
47,138.11604205453344,5,2,19,-0.05247089810816402,-0.9969470640551165,"(2, 19)"
48,139.7362089521214,1,2,5,-0.14409550954967942,-0.7204775477483971,"(2, 5)"
48,139.7362089521214,2,3,5,-0.0853848681176522,-0.6403865108823915,"(3, 5)"
48,139.7362089521214,3,5,7,-0.0568188861628426,-0.9943305078497455,"(5, 7)"
48,139.7362089521214,4,2,13,-0.05324135253564639,-0.692137582963403,"(2, 13)"
48,139.7362089521214,5,2,17,-0.0487663056168042,-0.8290271954856714,"(2, 17)"
49,141.12370740402113,1,2,5,-0.17503041030128483,-0.8751520515064241,"(2, 5)"
49,141.12370740402113,2,3,5,-0.13147782585593562,-0.9860836939195171,"(3, 5)"
49,141.12370740402113,3,5,7,-0.05347338088763179,-0.9357841655335564,"(5, 7)"
49,141.12370740402113,4,2,19,-0.04827398336142815,-0.917205683867135,"(2, 19)"
49,141.12370740402113,5,3,19,-0.0338877251527121,-0.9658001668522949,"(3, 19)"
50,143.11184580762063,1,2,7,-0.13958511662825604,-0.9770958163977924,"(2, 7)"
50,143.11184580762063,2,3,5,-0.08814121999136831,-0.6610591499352624,"(3, 5)"
50,143.11184580762063,3,2,13,-0.05124647661917369,-0.666204196049258,"(2, 13)"
50,143.11184580762063,4,3,11,-0.050399810368662944,-0.8315968710829386,"(3, 11)"
50,143.11184580762063,5,3,13,-0.041239951986753384,-0.804179063741691,"(3, 13)"
51,146.0009824867655,1,2,3,-0.2938034998013283,-0.881410499403985,"(2, 3)"
51,146.0009824867655,2,2,13,-0.07687964909672917,-0.9994354382574792,"(2, 13)"
51,146.0009824867655,3,2,11,-0.06899667037048648,-0.7589633740753513,"(2, 11)"
51,146.0009824867655,4,2,5,-0.05173674941032931,-0.25868374705164654,"(2, 5)"
51,146.0009824867655,5,3,7,-0.03590781250758888,-0.37703203132968327,"(3, 7)"
52,147.42276534255961,1,2,3,-0.3321432379390218,-0.9964297138170655,"(2, 3)"
52,147.42276534255961,2,2,5,-0.19999594161826148,-0.9999797080913073,"(2, 5)"
52,147.42276534255961,3,2,7,-0.112135314135747,-0.784947198950229,"(2, 7)"
52,147.42276534255961,4,3,11,-0.06034268533958939,-0.995654308103225,"(3, 11)"
52,147.42276534255961,5,3,13,-0.04237038456353341,-0.8262224989889015,"(3, 13)"
53,150.05352042078488,1,2,3,-0.13579530985647642,-0.40738592956942926,"(2, 3)"
53,150.05352042078488,2,3,17,-0.03497774154280058,-0.8919324093414149,"(3, 17)"
53,150.05352042078488,3,2,31,-0.03103769897630759,-0.9621686682655353,"(2, 31)"
53,150.05352042078488,4,2,13,-0.022881920329795975,-0.29746496428734764,"(2, 13)"
53,150.05352042078488,5,2,11,-0.021286754808002784,-0.23415430288803063,"(2, 11)"
54,150.92525761224147,1,3,7,-0.05719193282718755,-0.6005152946854693,"(3, 7)"
54,150.92525761224147,2,2,17,-0.048747357340792614,-0.8287050747934744,"(2, 17)"
54,150.92525761224147,3,2,41,-0.023094131190308943,-0.9468593788026666,"(2, 41)"
54,150.92525761224147,4,3,29,-0.022976772408512623,-0.9994895997702992,"(3, 29)"
54,150.92525761224147,5,2,3,-0.022027553326967587,-0.06608265998090276,"(2, 3)"
55,153.0246938111989,1,2,7,-0.14254121521970986,-0.997788506537969,"(2, 7)"
55,153.0246938111989,2,3,5,-0.12426775427489418,-0.9320081570617064,"(3, 5)"
55,153.0246938111989,3,2,11,-0.09029429791249242,-0.9932372770374167,"(2, 11)"
55,153.0246938111989,4,2,5,-0.08049805997669551,-0.40249029988347756,"(2, 5)"
55,153.0246938111989,5,2,13,-0.065698193231894,-0.854076512014622,"(2, 13)"
56,156.11290929423788,1,2,13,-0.07684738157553055,-0.9990159604818971,"(2, 13)"
56,156.11290929423788,2,2,11,-0.056353818435615134,-0.6198920027917665,"(2, 11)"
56,156.11290929423788,3,3,5,-0.047485909272706274,-0.3561443195452971,"(3, 5)"
56,156.11290929423788,4,3,13,-0.04678068197975704,-0.9122232986052622,"(3, 13)"
56,156.11290929423788,5,5,7,-0.036434379636748504,-0.6376016436430988,"(5, 7)"
57,157.59759181759406,1,2,7,-0.12618777634162445,-0.8833144343913711,"(2, 7)"
57,157.59759181759406,2,5,7,-0.05306949825076731,-0.928716219388428,"(5, 7)"
57,157.59759181759406,3,2,19,-0.05156350529026312,-0.9797066005149994,"(2, 19)"
57,157.59759181759406,4,3,11,-0.05133762356352778,-0.8470707887982083,"(3, 11)"
57,157.59759181759406,5,3,17,-0.039165913006256645,-0.9987307816595444,"(3, 17)"
58,158.8499881714205,1,3,7,-0.08379618119309175,-0.8798599025274634,"(3, 7)"
58,158.8499881714205,2,2,7,-0.06720085355965438,-0.4704059749175807,"(2, 7)"
58,158.8499881714205,3,5,7,-0.057093572398624295,-0.9991375169759252,"(5, 7)"
58,158.8499881714205,4,2,13,-0.033821921188926705,-0.4396849754560471,"(2, 13)"
58,158.8499881714205,5,3,23,-0.028976177272796992,-0.9996781159114962,"(3, 23)"
59,161.18896413759603,1,2,3,-0.27188324803186953,-0.8156497440956086,"(2, 3)"
59,161.18896413759603,2,2,5,-0.19983110934348913,-0.9991555467174457,"(2, 5)"
59,161.18896413759603,3,3,17,-0.039215485633463,-0.9999948836533065,"(3, 17)"
59,161.18896413759603,4,5,7,-0.03862601382635653,-0.6759552419612394,"(5, 7)"
59,161.18896413759603,5,3,13,-0.037942570489132466,-0.7398801245380832,"(3, 13)"
60,163.030709687182,1,2,3,-0.33052846422045545,-0.9915853926613664,"(2, 3)"
60,163.030709687182,2,2,7,-0.1427680783988091,-0.9993765487916636,"(2, 7)"
60,163.030709687182,3,2,13,-0.0700242938419418,-0.9103158199452432,"(2, 13)"
60,163.030709687182,4,2,17,-0.0578760957696121,-0.9838936280834057,"(2, 17)"
60,163.030709687182,5,2,19,-0.04523320573610475,-0.8594309089859904,"(2, 19)"
61,165.5370691879004,1,2,3,-0.13736020526289583,-0.4120806157886875,"(2, 3)"
61,165.5370691879004,2,3,5,-0.12876849480687722,-0.9657637110515792,"(3, 5)"
61,165.5370691879004,3,2,17,-0.04345164919299665,-0.738678036280943,"(2, 17)"
61,165.5370691879004,4,3,7,-0.04213832227657293,-0.44245238390401576,"(3, 7)"
61,165.5370691879004,5,3,13,-0.034589842239184924,-0.6745019236641061,"(3, 13)"
62,167.1844399781745,1,2,5,-0.1465438482673557,-0.7327192413367785,"(2, 5)"
62,167.1844399781745,2,3,5,-0.11159449504789481,-0.8369587128592111,"(3, 5)"
62,167.1844399781745,3,3,7,-0.09144043535819144,-0.9601245712610101,"(3, 7)"
62,167.1844399781745,4,2,7,-0.07179508967267527,-0.5025656277087269,"(2, 7)"
62,167.1844399781745,5,2,11,-0.05809247776808857,-0.6390172554489743,"(2, 11)"
