zero_index,t_value,rank,prime_p,prime_q,impact_score,phase_cos,pair_str
113,258.6104394915314,2,2,3,-0.1254471010521429,-0.3763413031564288,"(2, 3)"
113,258.6104394915314,3,3,11,-0.05999373502312428,-0.9898966278815506,"(3, 11)"
113,258.6104394915314,4,2,5,-0.045185777624977747,-0.2259288881248887,"(2, 5)"
113,258.6104394915314,5,2,23,-0.042948146995990706,-0.9878073809077863,"(2, 23)"
114,259.874406989678,1,2,11,-0.09076741909464196,-0.9984416100410616,"(2, 11)"
114,259.874406989678,2,2,13,-0.06700686157761447,-0.8710892005089881,"(2, 13)"
114,259.874406989678,3,2,17,-0.05860347095258023,-0.9962590061938639,"(2, 17)"
114,259.874406989678,4,3,13,-0.03062669106007898,-0.5972204756715401,"(3, 13)"
114,259.874406989678,5,5,13,-0.030520838715914714,-0.9919272582672282,"(5, 13)"
115,260.8050845045969,1,2,19,-0.04980059064920598,-0.9462112223349136,"(2, 19)"
115,260.8050845045969,2,2,23,-0.03131069181145928,-0.7201459116635636,"(2, 23)"
115,260.8050845045969,3,3,23,-0.027690872395659184,-0.9553350976502418,"(3, 23)"
115,260.8050845045969,4,3,19,-0.02597472706013225,-0.7402797212137692,"(3, 19)"
115,260.8050845045969,5,2,13,-0.02580745807463437,-0.3354969549702468,"(2, 13)"
116,263.57389390487015,1,2,5,-0.18480504625007033,-0.9240252312503516,"(2, 5)"
116,263.57389390487015,2,2,7,-0.1352234857994509,-0.9465644005961564,"(2, 7)"
116,263.57389390487015,3,3,5,-0.12016465773843008,-0.9012349330382255,"(3, 5)"
116,263.57389390487015,4,3,7,-0.091723449925468,-0.9630962242174141,"(3, 7)"
116,263.57389390487015,5,2,11,-0.09062308805265022,-0.9968539685791524,"(2, 11)"
117,265.55785183887633,1,3,5,-0.11259244809937767,-0.8444433607453325,"(3, 5)"
117,265.55785183887633,2,2,17,-0.0558945239158375,-0.9502069065692375,"(2, 17)"
117,265.55785183887633,3,2,5,-0.028944445106657668,-0.14472222553328834,"(2, 5)"
117,265.55785183887633,4,5,13,-0.023021808294893475,-0.7482087695840379,"(5, 13)"
117,265.55785183887633,5,2,47,-0.0192591930823946,-0.9051820748725461,"(2, 47)"
118,266.6149737815011,1,2,13,-0.06883316228377537,-0.8948311096890796,"(2, 13)"
118,266.6149737815011,2,3,5,-0.05985168754270881,-0.4488876565703161,"(3, 5)"
118,266.6149737815011,3,2,19,-0.05174403750370933,-0.9831367125704773,"(2, 19)"
118,266.6149737815011,4,2,11,-0.047612271732998465,-0.5237349890629831,"(2, 11)"
118,266.6149737815011,5,5,11,-0.03502509093775375,-0.9631900007882281,"(5, 11)"
119,267.92191508282406,1,2,7,-0.12483367185017388,-0.8738357029512173,"(2, 7)"
119,267.92191508282406,2,2,3,-0.08183535972889783,-0.24550607918669348,"(2, 3)"
119,267.92191508282406,3,3,13,-0.05058762785437587,-0.9864587431603296,"(3, 13)"
119,267.92191508282406,4,3,11,-0.049661773366634326,-0.8194192605494663,"(3, 11)"
119,267.92191508282406,5,5,7,-0.03287075705095293,-0.5752382483916763,"(5, 7)"
120,269.9704490239976,1,2,3,-0.2937736882704164,-0.8813210648112493,"(2, 3)"
120,269.9704490239976,2,2,5,-0.13726108099948794,-0.6863054049974396,"(2, 5)"
120,269.9704490239976,3,3,7,-0.0790905545802573,-0.8304508230927017,"(3, 7)"
120,269.9704490239976,4,2,13,-0.06875057011474714,-0.8937574114917128,"(2, 13)"
120,269.9704490239976,5,5,7,-0.05509351062067819,-0.9641364358618683,"(5, 7)"
121,271.494055641645,1,2,3,-0.3307065696262745,-0.9921197088788235,"(2, 3)"
121,271.494055641645,2,2,5,-0.16710955240468306,-0.8355477620234152,"(2, 5)"
121,271.494055641645,3,3,7,-0.07283789536554318,-0.7647979013382035,"(3, 7)"
121,271.494055641645,4,2,17,-0.057879478795351796,-0.9839511395209806,"(2, 17)"
121,271.494055641645,5,5,7,-0.05544990362670809,-0.9703733134673916,"(5, 7)"
122,273.4596091884033,1,2,3,-0.2012532696478021,-0.6037598089434063,"(2, 3)"
122,273.4596091884033,2,2,7,-0.14132743769138226,-0.9892920638396758,"(2, 7)"
122,273.4596091884033,3,2,13,-0.07511390701967263,-0.9764807912557442,"(2, 13)"
122,273.4596091884033,4,3,11,-0.05787320055227727,-0.954907809112575,"(3, 11)"
122,273.4596091884033,5,3,17,-0.03918860778369081,-0.9993094984841157,"(3, 17)"
123,275.58749264934386,1,3,5,-0.11045591533030345,-0.8284193649772759,"(3, 5)"
123,275.58749264934386,2,5,11,-0.03157341976285099,-0.8682690434784023,"(5, 11)"
123,275.58749264934386,3,2,41,-0.024182115213275214,-0.9914667237442838,"(2, 41)"
123,275.58749264934386,4,3,29,-0.022966387013078703,-0.9990378350689235,"(3, 29)"
123,275.58749264934386,5,2,43,-0.021152368533189792,-0.9095518469271611,"(2, 43)"
124,276.4520495031329,1,3,5,-0.13177823752725656,-0.9883367814544242,"(3, 5)"
124,276.4520495031329,2,2,5,-0.08013292996784949,-0.4006646498392474,"(2, 5)"
124,276.4520495031329,3,3,13,-0.05099184999974712,-0.9943410749950689,"(3, 13)"
124,276.4520495031329,4,2,13,-0.047861945731004454,-0.6222052945030578,"(2, 13)"
124,276.4520495031329,5,2,23,-0.042120413448456885,-0.9687695093145083,"(2, 23)"
125,278.25074352984194,1,2,5,-0.17650679479435313,-0.8825339739717656,"(2, 5)"
125,278.25074352984194,2,2,7,-0.14156583490495278,-0.9909608443346696,"(2, 7)"
125,278.25074352984194,3,3,5,-0.09609745395998012,-0.7207309046998509,"(3, 5)"
125,278.25074352984194,4,3,7,-0.09428206790389973,-0.9899617129909472,"(3, 7)"
125,278.25074352984194,5,2,11,-0.0908593957494702,-0.9994533532441722,"(2, 11)"
126,279.22925092774517,1,2,7,-0.06590706488476059,-0.4613494541933241,"(2, 7)"
126,279.22925092774517,2,3,7,-0.053767493361146106,-0.5645586802920342,"(3, 7)"
126,279.22925092774517,3,2,23,-0.04213599768177581,-0.9691279466808437,"(2, 23)"
126,279.22925092774517,4,3,5,-0.04004029307636801,-0.30030219807276004,"(3, 5)"
126,279.22925092774517,5,2,5,-0.036715893413199585,-0.18357946706599793,"(2, 5)"
127,282.4651147650521,1,2,7,-0.05989844528824808,-0.4192891170177366,"(2, 7)"
127,282.4651147650521,2,2,11,-0.05874629923823682,-0.646209291620605,"(2, 11)"
127,282.4651147650521,3,3,11,-0.05121237771539659,-0.8450042323040438,"(3, 11)"
127,282.4651147650521,4,5,11,-0.034265224809765314,-0.9422936822685463,"(5, 11)"
127,282.4651147650521,5,3,23,-0.026266121832195722,-0.9061812032107524,"(3, 23)"
128,283.2111857332339,1,2,7,-0.13990977797893467,-0.9793684458525427,"(2, 7)"
128,283.2111857332339,2,2,5,-0.06336700488192894,-0.31683502440964467,"(2, 5)"
128,283.2111857332339,3,2,17,-0.05718327029349821,-0.9721155949894696,"(2, 17)"
128,283.2111857332339,4,3,11,-0.05569997353853931,-0.9190495633858986,"(3, 11)"
128,283.2111857332339,5,2,3,-0.05446212491105885,-0.16338637473317655,"(2, 3)"
129,284.83596398090475,1,2,3,-0.24437669485474328,-0.7331300845642299,"(2, 3)"
129,284.83596398090475,2,2,5,-0.19425029390935758,-0.9712514695467879,"(2, 5)"
129,284.83596398090475,3,3,7,-0.08060324771275712,-0.8463341009839498,"(3, 7)"
129,284.83596398090475,4,3,13,-0.050574645136885366,-0.9862055801692646,"(3, 13)"
129,284.83596398090475,5,3,17,-0.025978272483518586,-0.6624459483297239,"(3, 17)"
130,286.6674453630029,1,2,3,-0.3333286843783726,-0.9999860531351178,"(2, 3)"
130,286.6674453630029,2,2,13,-0.06226475211938471,-0.8094417775520012,"(2, 13)"
130,286.6674453630029,3,3,7,-0.05224990506382432,-0.5486240031701554,"(3, 7)"
130,286.6674453630029,4,3,5,-0.04609752735307653,-0.345731455148074,"(3, 5)"
130,286.6674453630029,5,2,23,-0.03945152121252917,-0.907384987888171,"(2, 23)"
131,287.9119205014222,1,2,3,-0.2926377525494738,-0.8779132576484213,"(2, 3)"
131,287.9119205014222,2,2,7,-0.11808523867812926,-0.8265966707469048,"(2, 7)"
131,287.9119205014222,3,3,5,-0.11137698163782533,-0.83532736228369,"(3, 5)"
131,287.9119205014222,4,3,11,-0.05901652424213576,-0.9737726499952399,"(3, 11)"
131,287.9119205014222,5,5,7,-0.04973088829467809,-0.8702905451568665,"(5, 7)"
132,289.5798549292188,1,3,5,-0.1285043755752889,-0.9637828168146668,"(3, 5)"
132,289.5798549292188,2,2,3,-0.12833010380774387,-0.38499031142323165,"(2, 3)"
132,289.5798549292188,3,2,11,-0.08260827180908205,-0.9086909898999025,"(2, 11)"
132,289.5798549292188,4,5,7,-0.057081859688535894,-0.9989325445493782,"(5, 7)"
132,289.5798549292188,5,3,13,-0.044839310055355776,-0.8743665460794376,"(3, 13)"
133,291.8462913290674,1,2,5,-0.18568271234063694,-0.9284135617031846,"(2, 5)"
133,291.8462913290674,2,3,7,-0.05882109908932557,-0.6176215404379185,"(3, 7)"
133,291.8462913290674,3,2,17,-0.04833005588697471,-0.8216109500785701,"(2, 17)"
133,291.8462913290674,4,2,19,-0.04765660547422146,-0.9054755040102077,"(2, 19)"
133,291.8462913290674,5,2,23,-0.040818266732968206,-0.9388201348582688,"(2, 23)"
134,293.5584341393563,1,2,7,-0.14021036526566047,-0.9814725568596234,"(2, 7)"
134,293.5584341393563,2,3,7,-0.08141038804858576,-0.8548090745101505,"(3, 7)"
134,293.5584341393563,3,2,13,-0.07359125094751043,-0.9566862623176354,"(2, 13)"
134,293.5584341393563,4,2,11,-0.05435228669717507,-0.5978751536689257,"(2, 11)"
134,293.5584341393563,5,3,13,-0.05119753373521124,-0.9983519078366192,"(3, 13)"
135,294.9653696192655,1,2,17,-0.05747275590629171,-0.9770368504069591,"(2, 17)"
135,294.9653696192655,2,3,17,-0.03560701753816428,-0.9079789472231892,"(3, 17)"
135,294.9653696192655,3,2,29,-0.03348217311127921,-0.9709830202270973,"(2, 29)"
135,294.9653696192655,4,2,23,-0.02410710202380894,-0.5544633465476057,"(2, 23)"
135,294.9653696192655,5,3,29,-0.022981971101788533,-0.9997157429278012,"(3, 29)"
136,295.57325487895827,1,3,17,-0.03186940016171153,-0.812669704123644,"(3, 17)"
136,295.57325487895827,2,2,17,-0.02740310403920484,-0.4658527686664823,"(2, 17)"
136,295.57325487895827,3,5,17,-0.021366464643728763,-0.9080747473584725,"(5, 17)"
136,295.57325487895827,4,2,47,-0.021221666344016447,-0.9974183181687731,"(2, 47)"
136,295.57325487895827,5,3,47,-0.013107116595146264,-0.9240517199578117,"(3, 47)"
137,297.97927706194344,1,2,5,-0.19204937924659812,-0.9602468962329905,"(2, 5)"
137,297.97927706194344,2,2,7,-0.12163048733950273,-0.8514134113765192,"(2, 7)"
137,297.97927706194344,3,2,17,-0.05875594578572935,-0.998851078357399,"(2, 17)"
137,297.97927706194344,4,3,13,-0.04960194589657711,-0.9672379449832538,"(3, 13)"
137,297.97927706194344,5,3,11,-0.04461204078503901,-0.7360986729531437,"(3, 11)"
138,299.8403260537213,1,2,3,-0.19461943184410957,-0.5838582955323287,"(2, 3)"
138,299.8403260537213,2,3,5,-0.09554318081617817,-0.7165738561213363,"(3, 5)"
138,299.8403260537213,3,3,7,-0.08715630750171455,-0.9151412287680029,"(3, 7)"
138,299.8403260537213,4,2,11,-0.05453938156214972,-0.5999331971836469,"(2, 11)"
138,299.8403260537213,5,2,19,-0.048177724056629935,-0.9153767570759688,"(2, 19)"
139,301.64932546219416,1,2,3,-0.3257412762520684,-0.9772238287562053,"(2, 3)"
139,301.64932546219416,2,3,5,-0.13179270077948324,-0.9884452558461244,"(3, 5)"
139,301.64932546219416,3,3,11,-0.043457137089251294,-0.7170427619726464,"(3, 11)"
139,301.64932546219416,4,3,7,-0.04168007919393649,-0.43764083153633315,"(3, 7)"
139,301.64932546219416,5,3,13,-0.040980201143169415,-0.7991139222918037,"(3, 13)"
140,302.6967495896069,1,2,3,-0.3259506486626685,-0.9778519459880055,"(2, 3)"
140,302.6967495896069,2,3,5,-0.10306869465467548,-0.7730152099100661,"(3, 5)"
140,302.6967495896069,3,2,7,-0.08592701728124452,-0.6014891209687117,"(2, 7)"
140,302.6967495896069,4,2,19,-0.05076811489988304,-0.9645941830977778,"(2, 19)"
140,302.6967495896069,5,3,11,-0.0503716915666891,-0.8311329108503701,"(3, 11)"
141,304.8643713408573,1,2,5,-0.1934136595500209,-0.9670682977501045,"(2, 5)"
141,304.8643713408573,2,2,3,-0.15423513956862892,-0.4627054187058868,"(2, 3)"
141,304.8643713408573,3,2,23,-0.0434622555837728,-0.9996318784267744,"(2, 23)"
141,304.8643713408573,4,3,19,-0.03256243936050009,-0.9280295217742526,"(3, 19)"
141,304.8643713408573,5,5,7,-0.026216708912274796,-0.4587924059648089,"(5, 7)"
142,305.7289126020368,1,2,5,-0.17207178032787826,-0.8603589016393912,"(2, 5)"
142,305.7289126020368,2,2,19,-0.05063673649949608,-0.9620979934904256,"(2, 19)"
142,305.7289126020368,3,2,3,-0.043377698936197424,-0.13013309680859228,"(2, 3)"
142,305.7289126020368,4,5,7,-0.03967769829580742,-0.6943597201766298,"(5, 7)"
142,305.7289126020368,5,3,17,-0.03211013588051498,-0.818808464953132,"(3, 17)"
143,307.2194961281701,1,3,7,-0.0859313893325853,-0.9022795879921458,"(3, 7)"
143,307.2194961281701,2,2,13,-0.07614157316147277,-0.989840451099146,"(2, 13)"
143,307.2194961281701,3,3,11,-0.059596312283139434,-0.9833391526718006,"(3, 11)"
143,307.2194961281701,4,2,11,-0.05549865807241377,-0.6104852387965515,"(2, 11)"
143,307.2194961281701,5,5,7,-0.05456141876233055,-0.9548248283407847,"(5, 7)"
144,310.1094631467019,1,2,13,-0.057266046958060896,-0.7444586104547916,"(2, 13)"
144,310.1094631467019,2,5,7,-0.044766127744843724,-0.7834072355347652,"(5, 7)"
144,310.1094631467019,3,2,23,-0.04189031853090443,-0.9634773262108018,"(2, 23)"
144,310.1094631467019,4,2,17,-0.04187139694626554,-0.7118137480865142,"(2, 17)"
144,310.1094631467019,5,3,13,-0.03550964018935845,-0.6924379836924898,"(3, 13)"
145,311.165141530356,1,2,5,-0.14397193243519127,-0.7198596621759563,"(2, 5)"
145,311.165141530356,2,2,11,-0.08101139680488477,-0.8911253648537325,"(2, 11)"
145,311.165141530356,3,2,19,-0.052561444003333006,-0.9986674360633272,"(2, 19)"
145,311.165141530356,4,3,5,-0.03949165957163077,-0.29618744678723075,"(3, 5)"
145,311.165141530356,5,3,13,-0.037799328173914126,-0.7370868993913255,"(3, 13)"
146,312.4278011806009,1,2,5,-0.1849995142358538,-0.9249975711792691,"(2, 5)"
146,312.4278011806009,2,3,5,-0.1081206988955704,-0.810905241716778,"(3, 5)"
146,312.4278011806009,3,2,17,-0.05036038639547819,-0.8561265687231293,"(2, 17)"
146,312.4278011806009,4,3,11,-0.04762927373431773,-0.7858830166162425,"(3, 11)"
146,312.4278011806009,5,2,23,-0.04084376996972723,-0.9394067093037264,"(2, 23)"
147,313.9852857311589,1,3,5,-0.1313999141607179,-0.9854993562053841,"(3, 5)"
147,313.9852857311589,2,2,7,-0.11372133591942005,-0.7960493514359404,"(2, 7)"
147,313.9852857311589,3,2,13,-0.07470887687170331,-0.9712153993321431,"(2, 13)"
147,313.9852857311589,4,2,19,-0.05262630883649748,-0.9998998678934522,"(2, 19)"
147,313.9852857311589,5,3,7,-0.051752347689286965,-0.5433996507375132,"(3, 7)"
148,315.47561608947575,1,2,3,-0.20955939321374784,-0.6286781796412435,"(2, 3)"
148,315.47561608947575,2,3,7,-0.091877583277144,-0.9647146244100121,"(3, 7)"
148,315.47561608947575,3,3,5,-0.07951835459477574,-0.5963876594608181,"(3, 5)"
148,315.47561608947575,4,2,11,-0.07533150116631451,-0.8286465128294597,"(2, 11)"
148,315.47561608947575,5,2,17,-0.05613104815213191,-0.9542278185862424,"(2, 17)"
149,317.7348059423702,1,2,3,-0.3332285157632744,-0.9996855472898233,"(2, 3)"
149,317.7348059423702,2,2,5,-0.10285077092883269,-0.5142538546441634,"(2, 5)"
149,317.7348059423702,3,2,7,-0.08473136481978252,-0.5931195537384777,"(2, 7)"
149,317.7348059423702,4,2,23,-0.043433705302432096,-0.9989752219559382,"(2, 23)"
149,317.7348059423702,5,2,13,-0.04312283682242989,-0.5605968786915886,"(2, 13)"
150,318.8531042563166,1,2,3,-0.2958940591130077,-0.8876821773390231,"(2, 3)"
150,318.8531042563166,2,2,5,-0.1999964329057321,-0.9999821645286605,"(2, 5)"
150,318.8531042563166,3,2,7,-0.12768274745927782,-0.8937792322149448,"(2, 7)"
150,318.8531042563166,4,2,11,-0.09069469311769696,-0.9976416242946665,"(2, 11)"
150,318.8531042563166,5,2,17,-0.047142246629772996,-0.8014181927061409,"(2, 17)"
151,321.1601343091136,1,2,3,-0.05207466618561153,-0.1562239985568346,"(2, 3)"
151,321.1601343091136,2,3,11,-0.05154341136988977,-0.8504662876031812,"(3, 11)"
151,321.1601343091136,3,2,17,-0.044806220214936375,-0.7617057436539184,"(2, 17)"
151,321.1601343091136,4,2,13,-0.034614648867225775,-0.44999043527393506,"(2, 13)"
151,321.1601343091136,5,3,7,-0.034486629875857315,-0.3621096136965018,"(3, 7)"
152,322.14455867248296,1,3,7,-0.08892448376986506,-0.9337070795835832,"(3, 7)"
152,322.14455867248296,2,2,11,-0.07485593523896449,-0.8234152876286094,"(2, 11)"
152,322.14455867248296,3,2,19,-0.04700778382882546,-0.8931478927476837,"(2, 19)"
152,322.14455867248296,4,3,11,-0.045358754652246085,-0.7484194517620604,"(3, 11)"
152,322.14455867248296,5,5,11,-0.032391687049435264,-0.8907713938594698,"(5, 11)"
153,323.4669695575121,1,2,7,-0.1427539509650654,-0.9992776567554579,"(2, 7)"
153,323.4669695575121,2,3,7,-0.06940418852298168,-0.7287439794913076,"(3, 7)"
153,323.4669695575121,3,3,13,-0.0511604371670078,-0.9976285247566521,"(3, 13)"
153,323.4669695575121,4,2,13,-0.05011725175937631,-0.6515242728718921,"(2, 13)"
153,323.4669695575121,5,3,5,-0.03960672616562621,-0.29705044624219656,"(3, 5)"
154,324.8628660517396,1,2,5,-0.14183502372727524,-0.7091751186363762,"(2, 5)"
154,324.8628660517396,2,3,5,-0.11324028028762369,-0.8493021021571777,"(3, 5)"
154,324.8628660517396,3,5,7,-0.04554550874709024,-0.7970464030740793,"(5, 7)"
154,324.8628660517396,4,2,19,-0.0425283132812198,-0.8080379523431763,"(2, 19)"
154,324.8628660517396,5,2,17,-0.03488073463312174,-0.5929724887630695,"(2, 17)"
155,327.44390126190547,1,3,5,-0.09643102354605292,-0.7232326765953969,"(3, 5)"
155,327.44390126190547,2,2,13,-0.07349560690078824,-0.955442889710247,"(2, 13)"
155,327.44390126190547,3,2,17,-0.057910160821577086,-0.9844727339668105,"(2, 17)"
155,327.44390126190547,4,5,7,-0.055765082775007725,-0.9758889485626352,"(5, 7)"
155,327.44390126190547,5,3,13,-0.04448963787239901,-0.8675479385117808,"(3, 13)"
156,329.03307168048093,1,2,7,-0.11356958757002596,-0.7949871129901818,"(2, 7)"
156,329.03307168048093,2,3,7,-0.0654780594003675,-0.6875196237038587,"(3, 7)"
156,329.03307168048093,3,5,7,-0.041625278863854344,-0.728442380117451,"(5, 7)"
156,329.03307168048093,4,2,31,-0.03167804034535065,-0.98201925070587,"(2, 31)"
156,329.03307168048093,5,7,13,-0.019082221754285436,-0.8682410898199873,"(7, 13)"
157,329.9532397282339,1,3,7,-0.09518601593204838,-0.9994531672865081,"(3, 7)"
157,329.9532397282339,2,2,11,-0.08999317131532306,-0.9899248844685536,"(2, 11)"
157,329.9532397282339,3,2,3,-0.0878942985922291,-0.2636828957766873,"(2, 3)"
157,329.9532397282339,4,2,17,-0.04357459790790515,-0.7407681644343875,"(2, 17)"
157,329.9532397282339,5,2,29,-0.031146361886426752,-0.9032444947063758,"(2, 29)"
158,331.4744675826634,1,2,3,-0.2576849788198254,-0.7730549364594762,"(2, 3)"
158,331.4744675826634,2,2,5,-0.10679439887165237,-0.5339719943582618,"(2, 5)"
158,331.4744675826634,3,3,11,-0.058229983223632625,-0.9607947231899383,"(3, 11)"
158,331.4744675826634,4,3,17,-0.03913412662310215,-0.9979202288891049,"(3, 17)"
158,331.4744675826634,5,3,13,-0.03213538500151421,-0.6266400075295271,"(3, 13)"
159,333.64537852486984,1,2,3,-0.3271395937988152,-0.9814187813964456,"(2, 3)"
159,333.64537852486984,2,2,7,-0.14132160735923963,-0.9892512515146774,"(2, 7)"
159,333.64537852486984,3,2,5,-0.11112519261592231,-0.5556259630796115,"(2, 5)"
159,333.64537852486984,4,2,11,-0.08984639583252266,-0.9883103541577493,"(2, 11)"
159,333.64537852486984,5,2,13,-0.06082555079048401,-0.7907321602762921,"(2, 13)"
160,334.2113548332444,1,2,3,-0.30401416233597545,-0.9120424870079263,"(2, 3)"
160,334.2113548332444,2,2,7,-0.09366073861785246,-0.6556251703249673,"(2, 7)"
160,334.2113548332444,3,2,13,-0.07083275606166498,-0.9208258288016447,"(2, 13)"
160,334.2113548332444,4,2,11,-0.039779305777568566,-0.4375723635532542,"(2, 11)"
160,334.2113548332444,5,3,23,-0.016228839951383918,-0.5598949783227452,"(3, 23)"
161,336.84185042839067,1,3,5,-0.10022778681854176,-0.7517084011390632,"(3, 5)"
161,336.84185042839067,2,3,7,-0.08449538697789011,-0.8872015632678462,"(3, 7)"
161,336.84185042839067,3,2,11,-0.07063388030751552,-0.7769726833826707,"(2, 11)"
161,336.84185042839067,4,2,13,-0.04419159696327552,-0.5744907605225817,"(2, 13)"
161,336.84185042839067,5,3,13,-0.03943183203966715,-0.7689207247735095,"(3, 13)"
162,338.3399928508066,1,2,7,-0.13823060475534635,-0.9676142332874245,"(2, 7)"
162,338.3399928508066,2,3,5,-0.13319750338525,-0.9989812753893749,"(3, 5)"
162,338.3399928508066,3,2,5,-0.10808182797260663,-0.5404091398630331,"(2, 5)"
162,338.3399928508066,4,3,7,-0.06704502645276504,-0.703972777754033,"(3, 7)"
162,338.3399928508066,5,2,23,-0.04323966940161966,-0.9945123962372523,"(2, 23)"
163,339.85821672536355,1,2,5,-0.18488574850824274,-0.9244287425412137,"(2, 5)"
163,339.85821672536355,2,3,5,-0.09089557927200788,-0.6817168445400591,"(3, 5)"
163,339.85821672536355,3,7,11,-0.02459615003829932,-0.9469517764745238,"(7, 11)"
163,339.85821672536355,4,7,13,-0.021865693816504553,-0.994889068650957,"(7, 13)"
163,339.85821672536355,5,5,11,-0.021787866444204003,-0.5991663272156101,"(5, 11)"
164,341.04226111104657,1,2,11,-0.0891595739410813,-0.9807553133518944,"(2, 11)"
164,341.04226111104657,2,2,13,-0.06259092086512097,-0.8136819712465726,"(2, 13)"
164,341.04226111104657,3,3,11,-0.05996265508943201,-0.989383808975628,"(3, 11)"
164,341.04226111104657,4,3,13,-0.04318332944417219,-0.8420749241613578,"(3, 13)"
164,341.04226111104657,5,2,23,-0.03967284301624175,-0.9124753893735603,"(2, 23)"
165,342.0548775103636,1,2,17,-0.05879882802211239,-0.9995800763759107,"(2, 17)"
165,342.0548775103636,2,2,19,-0.048971380577498363,-0.930456230972469,"(2, 19)"
165,342.0548775103636,3,3,17,-0.03560867850357162,-0.9080213018410763,"(3, 17)"
165,342.0548775103636,4,3,19,-0.03495774074912658,-0.9962956113501077,"(3, 19)"
165,342.0548775103636,5,2,29,-0.03022624365016828,-0.8765610658548801,"(2, 29)"
166,344.6617029402523,1,3,7,-0.09434581719356548,-0.9906310805324376,"(3, 7)"
166,344.6617029402523,2,2,11,-0.0905919424519678,-0.9965113669716459,"(2, 11)"
166,344.6617029402523,3,5,7,-0.05507515024909946,-0.9638151293592405,"(5, 7)"
166,344.6617029402523,4,2,19,-0.052590897687672646,-0.9992270560657803,"(2, 19)"
166,344.6617029402523,5,3,13,-0.047109458431218595,-0.9186344394087627,"(3, 13)"
167,346.34787056600993,1,2,5,-0.199703203289355,-0.998516016446775,"(2, 5)"
167,346.34787056600993,2,2,3,-0.1966787389117497,-0.5900362167352491,"(2, 3)"
167,346.34787056600993,3,5,7,-0.0546324605785977,-0.9560680601254598,"(5, 7)"
167,346.34787056600993,4,3,11,-0.044090070809424994,-0.7274861683555124,"(3, 11)"
167,346.34787056600993,5,5,11,-0.035338314199097255,-0.9718036404751745,"(5, 11)"
168,347.2726775844205,1,2,3,-0.2815802702736947,-0.8447408108210842,"(2, 3)"
168,347.2726775844205,2,2,5,-0.12402757408257886,-0.6201378704128943,"(2, 5)"
168,347.2726775844205,3,2,13,-0.07384332514678196,-0.9599632269081655,"(2, 13)"
168,347.2726775844205,4,2,19,-0.04751850834454761,-0.9028516585464046,"(2, 19)"
168,347.2726775844205,5,5,7,-0.0468799914971657,-0.8203998512003998,"(5, 7)"
169,349.31626087069617,1,2,3,-0.32179455053504474,-0.9653836516051343,"(2, 3)"
169,349.31626087069617,2,3,5,-0.10765175500869863,-0.8073881625652397,"(3, 5)"
169,349.31626087069617,3,2,7,-0.08550822153031995,-0.5985575507122397,"(2, 7)"
169,349.31626087069617,4,3,13,-0.05081005720070483,-0.9907961154137443,"(3, 13)"
169,349.31626087069617,5,3,17,-0.03607364159814312,-0.9198778607526495,"(3, 17)"
170,350.4084193491921,1,2,3,-0.25349898738359633,-0.760496962150789,"(2, 3)"
170,350.4084193491921,2,3,5,-0.13297645360020358,-0.9973234020015269,"(3, 5)"
170,350.4084193491921,3,2,13,-0.0589516676048808,-0.7663716788634504,"(2, 13)"
170,350.4084193491921,4,3,11,-0.05870335694998735,-0.9686053896747913,"(3, 11)"
170,350.4084193491921,5,2,19,-0.04976015826710965,-0.9454430070750834,"(2, 19)"
171,351.87864902535927,1,3,5,-0.10385645001262145,-0.7789233750946609,"(3, 5)"
171,351.87864902535927,2,3,7,-0.0908346798802489,-0.9537641387426136,"(3, 7)"
171,351.87864902535927,3,2,11,-0.08944454462398214,-0.9838899908638036,"(2, 11)"
171,351.87864902535927,4,2,3,-0.08825212408294081,-0.2647563722488224,"(2, 3)"
171,351.87864902535927,5,2,5,-0.07970312902285438,-0.3985156451142719,"(2, 5)"
172,353.4889004887188,1,2,5,-0.19018652008231599,-0.9509326004115799,"(2, 5)"
172,353.4889004887188,2,2,7,-0.14171096029875016,-0.9919767220912511,"(2, 7)"
172,353.4889004887188,3,3,13,-0.051260622831301464,-0.9995821452103786,"(3, 13)"
172,353.4889004887188,4,2,17,-0.04738525261195439,-0.8055492944032246,"(2, 17)"
172,353.4889004887188,5,3,7,-0.046635082877452536,-0.48966837021325166,"(3, 7)"
173,356.0175749772649,1,2,11,-0.07539308746508812,-0.8293239621159693,"(2, 11)"
173,356.0175749772649,2,2,19,-0.048612722299377326,-0.9236417236881692,"(2, 19)"
173,356.0175749772649,3,3,11,-0.04420169571895311,-0.7293279793627263,"(3, 11)"
173,356.0175749772649,4,2,29,-0.03413888483650848,-0.990027660258746,"(2, 29)"
173,356.0175749772649,5,2,23,-0.033178366579106285,-0.7631024313194446,"(2, 23)"
174,357.1513022520396,1,2,13,-0.06157771307444184,-0.8005102699677439,"(2, 13)"
174,357.1513022520396,2,2,17,-0.035617645687727816,-0.6054999766913729,"(2, 17)"
174,357.1513022520396,3,3,17,-0.03188776875703875,-0.8131381033044881,"(3, 17)"
174,357.1513022520396,4,3,13,-0.0301717974787533,-0.5883500508356894,"(3, 13)"
174,357.1513022520396,5,5,17,-0.021748133517473643,-0.9242956744926298,"(5, 17)"
175,357.95268510163226,1,2,7,-0.0976812719315153,-0.6837689035206072,"(2, 7)"
175,357.95268510163226,2,2,13,-0.05034006033937212,-0.6544207844118375,"(2, 13)"
